name,value,units,def_num,raw_value
unknown_88,100,,88,100
heart_rate,146,bpm,3,146
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,813.3389282226562,c/hr,1,813.3389282226562
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8117637634277344,runEco,9,1.8117637634277344
frnrRE,135.75390625,runEco,10,135.75390625
timestamp,2022-05-04T13:51:53+00:00,,253,1020606713
position_lat,38.789151571691036,deg,0,462772604
position_long,-77.05178920179605,deg,1,-919263652
distance,1.17404,km,5,117404
enhanced_altitude,-11.399999999999977,m,78,-11.399999999999977
altitude,-11.399999999999977,m,2,2443
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,145,bpm,3,145
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,813.3389282226562,c/hr,1,813.3389282226562
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8117637634277344,runEco,9,1.8117637634277344
frnrRE,135.78749084472656,runEco,10,135.78749084472656
timestamp,2022-05-04T13:51:54+00:00,,253,1020606714
position_lat,38.78913304768503,deg,0,462772383
position_long,-77.05181526951492,deg,1,-919263963
distance,1.17709,km,5,117709
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,146,bpm,3,146
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,838.1845092773438,c/hr,1,838.1845092773438
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8117637634277344,runEco,9,1.8117637634277344
frnrRE,135.79360961914062,runEco,10,135.79360961914062
timestamp,2022-05-04T13:51:55+00:00,,253,1020606715
position_lat,38.789111003279686,deg,0,462772120
position_long,-77.05183915793896,deg,1,-919264248
distance,1.1803,km,5,118030
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,145,bpm,3,145
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,838.1845092773438,c/hr,1,838.1845092773438
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8117637634277344,runEco,9,1.8117637634277344
frnrRE,135.8402099609375,runEco,10,135.8402099609375
timestamp,2022-05-04T13:51:56+00:00,,253,1020606716
position_lat,38.78908912651241,deg,0,462771859
position_long,-77.05186212435365,deg,1,-919264522
distance,1.1834500000000001,km,5,118345
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,838.1845092773438,c/hr,1,838.1845092773438
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8117637634277344,runEco,9,1.8117637634277344
frnrRE,135.81790161132812,runEco,10,135.81790161132812
timestamp,2022-05-04T13:51:57+00:00,,253,1020606717
position_lat,38.78906683064997,deg,0,462771593
position_long,-77.05188509076834,deg,1,-919264796
distance,1.18663,km,5,118663
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,145,bpm,3,145
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,838.1845092773438,c/hr,1,838.1845092773438
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8117637634277344,runEco,9,1.8117637634277344
frnrRE,135.8141326904297,runEco,10,135.8141326904297
timestamp,2022-05-04T13:51:58+00:00,,253,1020606718
position_lat,38.789045456796885,deg,0,462771338
position_long,-77.0519098173827,deg,1,-919265091
distance,1.1898499999999999,km,5,118985
enhanced_altitude,-11.199999999999989,m,78,-11.199999999999989
altitude,-11.199999999999989,m,2,2444
enhanced_speed,12.362400000000001,km/h,73,3.434
speed,12.362400000000001,km/h,6,3434
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,146,bpm,3,146
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,838.1845092773438,c/hr,1,838.1845092773438
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8068405389785767,runEco,9,1.8068405389785767
frnrRE,135.80348205566406,runEco,10,135.80348205566406
timestamp,2022-05-04T13:51:59+00:00,,253,1020606719
position_lat,38.789023999124765,deg,0,462771082
position_long,-77.05193563364446,deg,1,-919265399
distance,1.19311,km,5,119311
enhanced_altitude,-11.199999999999989,m,78,-11.199999999999989
altitude,-11.199999999999989,m,2,2444
enhanced_speed,12.3264,km/h,73,3.424
speed,12.3264,km/h,6,3424
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7626953125,c/hr,1,836.7626953125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8068405389785767,runEco,9,1.8068405389785767
frnrRE,135.7963409423828,runEco,10,135.7963409423828
timestamp,2022-05-04T13:52:00+00:00,,253,1020606720
position_lat,38.78900337964296,deg,0,462770836
position_long,-77.05196170136333,deg,1,-919265710
distance,1.19633,km,5,119633
enhanced_altitude,-11.399999999999977,m,78,-11.399999999999977
altitude,-11.399999999999977,m,2,2443
enhanced_speed,12.3264,km/h,73,3.424
speed,12.3264,km/h,6,3424
unknown_87,,,87,
unknown_88,300,,88,300
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7626953125,c/hr,1,836.7626953125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8068405389785767,runEco,9,1.8068405389785767
frnrRE,135.7945098876953,runEco,10,135.7945098876953
timestamp,2022-05-04T13:52:01+00:00,,253,1020606721
position_lat,38.78897882066667,deg,0,462770543
position_long,-77.0519886072725,deg,1,-919266031
distance,1.1999300000000002,km,5,119993
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.3264,km/h,73,3.424
speed,12.3264,km/h,6,3424
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7626953125,c/hr,1,836.7626953125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8019171953201294,runEco,9,1.8019171953201294
frnrRE,135.79652404785156,runEco,10,135.79652404785156
timestamp,2022-05-04T13:52:02+00:00,,253,1020606722
position_lat,38.78895820118487,deg,0,462770297
position_long,-77.05201350152493,deg,1,-919266328
distance,1.2030699999999999,km,5,120307
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.294,km/h,73,3.415
speed,12.294,km/h,6,3415
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7626953125,c/hr,1,836.7626953125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.8019171953201294,runEco,9,1.8019171953201294
frnrRE,135.78775024414062,runEco,10,135.78775024414062
timestamp,2022-05-04T13:52:03+00:00,,253,1020606723
position_lat,38.788935067132115,deg,0,462770021
position_long,-77.05203764140606,deg,1,-919266616
distance,1.20638,km,5,120638
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.294,km/h,73,3.415
speed,12.294,km/h,6,3415
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,836.7626953125,c/hr,1,836.7626953125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.7969940900802612,runEco,9,1.7969940900802612
frnrRE,135.83522033691406,runEco,10,135.83522033691406
timestamp,2022-05-04T13:52:04+00:00,,253,1020606724
position_lat,38.788911597803235,deg,0,462769741
position_long,-77.05205750651658,deg,1,-919266853
distance,1.2095,km,5,120950
enhanced_altitude,-11.600000000000023,m,78,-11.600000000000023
altitude,-11.600000000000023,m,2,2442
enhanced_speed,12.261600000000001,km/h,73,3.406
speed,12.261600000000001,km/h,6,3406
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,804.649658203125,c/hr,1,804.649658203125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.7969940900802612,runEco,9,1.7969940900802612
frnrRE,135.82281494140625,runEco,10,135.82281494140625
timestamp,2022-05-04T13:52:05+00:00,,253,1020606725
position_lat,38.788887625560164,deg,0,462769455
position_long,-77.05207720398903,deg,1,-919267088
distance,1.2126700000000001,km,5,121267
enhanced_altitude,-11.800000000000011,m,78,-11.800000000000011
altitude,-11.800000000000011,m,2,2441
enhanced_speed,12.261600000000001,km/h,73,3.406
speed,12.261600000000001,km/h,6,3406
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,804.649658203125,c/hr,1,804.649658203125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.7969940900802612,runEco,9,1.7969940900802612
frnrRE,135.8307342529297,runEco,10,135.8307342529297
timestamp,2022-05-04T13:52:06+00:00,,253,1020606726
position_lat,38.78886591643095,deg,0,462769196
position_long,-77.05209296196699,deg,1,-919267276
distance,1.21544,km,5,121544
enhanced_altitude,-11.800000000000011,m,78,-11.800000000000011
altitude,-11.800000000000011,m,2,2441
enhanced_speed,12.261600000000001,km/h,73,3.406
speed,12.261600000000001,km/h,6,3406
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,804.649658203125,c/hr,1,804.649658203125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.792070746421814,runEco,9,1.792070746421814
frnrRE,135.81654357910156,runEco,10,135.81654357910156
timestamp,2022-05-04T13:52:07+00:00,,253,1020606727
position_lat,38.78884378820658,deg,0,462768932
position_long,-77.05210980959237,deg,1,-919267477
distance,1.2183,km,5,121830
enhanced_altitude,-11.800000000000011,m,78,-11.800000000000011
altitude,-11.800000000000011,m,2,2441
enhanced_speed,12.2256,km/h,73,3.396
speed,12.2256,km/h,6,3396
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,804.649658203125,c/hr,1,804.649658203125
rE,121.69400787353516,runEco,2,121.69400787353516
pwr,,w,5,
tpRE,1.792070746421814,runEco,9,1.792070746421814
frnrRE,135.8083953857422,runEco,10,135.8083953857422
timestamp,2022-05-04T13:52:08+00:00,,253,1020606728
position_lat,38.788818307220936,deg,0,462768628
position_long,-77.05212598666549,deg,1,-919267670
distance,1.2214500000000001,km,5,122145
enhanced_altitude,-12.0,m,78,-12.0
altitude,-12.0,m,2,2440
enhanced_speed,12.2256,km/h,73,3.396
speed,12.2256,km/h,6,3396
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,804.649658203125,c/hr,1,804.649658203125
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7871474027633667,runEco,9,1.7871474027633667
frnrRE,135.755615234375,runEco,10,135.755615234375
timestamp,2022-05-04T13:52:09+00:00,,253,1020606729
position_lat,38.788792407140136,deg,0,462768319
position_long,-77.05214233137667,deg,1,-919267865
distance,1.22466,km,5,122466
enhanced_altitude,-12.0,m,78,-12.0
altitude,-12.0,m,2,2440
enhanced_speed,12.1968,km/h,73,3.388
speed,12.1968,km/h,6,3388
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,819.7860717773438,c/hr,1,819.7860717773438
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7773008346557617,runEco,9,1.7773008346557617
frnrRE,135.713134765625,runEco,10,135.713134765625
timestamp,2022-05-04T13:52:10+00:00,,253,1020606730
position_lat,38.78876474685967,deg,0,462767989
position_long,-77.05215557478368,deg,1,-919268023
distance,1.2279200000000001,km,5,122792
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.128400000000001,km/h,73,3.369
speed,12.128400000000001,km/h,6,3369
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,819.7860717773438,c/hr,1,819.7860717773438
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7723777294158936,runEco,9,1.7723777294158936
frnrRE,135.70309448242188,runEco,10,135.70309448242188
timestamp,2022-05-04T13:52:11+00:00,,253,1020606731
position_lat,38.788733901456,deg,0,462767621
position_long,-77.05217049457133,deg,1,-919268201
distance,1.23159,km,5,123159
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.096,km/h,73,3.36
speed,12.096,km/h,6,3360
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,819.7860717773438,c/hr,1,819.7860717773438
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7723777294158936,runEco,9,1.7723777294158936
frnrRE,135.6933135986328,runEco,10,135.6933135986328
timestamp,2022-05-04T13:52:12+00:00,,253,1020606732
position_lat,38.788704900071025,deg,0,462767275
position_long,-77.05218340270221,deg,1,-919268355
distance,1.23499,km,5,123499
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.096,km/h,73,3.36
speed,12.096,km/h,6,3360
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,819.7860717773438,c/hr,1,819.7860717773438
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7723777294158936,runEco,9,1.7723777294158936
frnrRE,135.70306396484375,runEco,10,135.70306396484375
timestamp,2022-05-04T13:52:13+00:00,,253,1020606733
position_lat,38.788671707734466,deg,0,462766879
position_long,-77.0521976519376,deg,1,-919268525
distance,1.2388800000000002,km,5,123888
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.096,km/h,73,3.36
speed,12.096,km/h,6,3360
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,819.7860717773438,c/hr,1,819.7860717773438
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7674543857574463,runEco,9,1.7674543857574463
frnrRE,135.75045776367188,runEco,10,135.75045776367188
timestamp,2022-05-04T13:52:14+00:00,,253,1020606734
position_lat,38.788643376901746,deg,0,462766541
position_long,-77.05221198499203,deg,1,-919268696
distance,1.24226,km,5,124226
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.096,km/h,73,3.36
speed,12.096,km/h,6,3360
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.9149169921875,c/hr,1,820.9149169921875
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7723777294158936,runEco,9,1.7723777294158936
frnrRE,135.7678985595703,runEco,10,135.7678985595703
timestamp,2022-05-04T13:52:15+00:00,,253,1020606735
position_lat,38.788612615317106,deg,0,462766174
position_long,-77.05223310738802,deg,1,-919268948
distance,1.24614,km,5,124614
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.096,km/h,73,3.36
speed,12.096,km/h,6,3360
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.9149169921875,c/hr,1,820.9149169921875
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7723777294158936,runEco,9,1.7723777294158936
frnrRE,135.83900451660156,runEco,10,135.83900451660156
timestamp,2022-05-04T13:52:16+00:00,,253,1020606736
position_lat,38.78858545795083,deg,0,462765850
position_long,-77.05225297249854,deg,1,-919269185
distance,1.2496099999999999,km,5,124961
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.096,km/h,73,3.36
speed,12.096,km/h,6,3360
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,91,rpm,4,91
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.9149169921875,c/hr,1,820.9149169921875
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7773008346557617,runEco,9,1.7773008346557617
frnrRE,135.85394287109375,runEco,10,135.85394287109375
timestamp,2022-05-04T13:52:17+00:00,,253,1020606737
position_lat,38.78855997696519,deg,0,462765546
position_long,-77.05227443017066,deg,1,-919269441
distance,1.25299,km,5,125299
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.128400000000001,km/h,73,3.369
speed,12.128400000000001,km/h,6,3369
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,142,bpm,3,142
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.9149169921875,c/hr,1,820.9149169921875
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7773008346557617,runEco,9,1.7773008346557617
frnrRE,135.92332458496094,runEco,10,135.92332458496094
timestamp,2022-05-04T13:52:18+00:00,,253,1020606738
position_lat,38.78853407688439,deg,0,462765237
position_long,-77.05229379236698,deg,1,-919269672
distance,1.25633,km,5,125633
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.128400000000001,km/h,73,3.369
speed,12.128400000000001,km/h,6,3369
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.9149169921875,c/hr,1,820.9149169921875
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.782224178314209,runEco,9,1.782224178314209
frnrRE,135.9417724609375,runEco,10,135.9417724609375
timestamp,2022-05-04T13:52:19+00:00,,253,1020606739
position_lat,38.78850759007037,deg,0,462764921
position_long,-77.05231566913426,deg,1,-919269933
distance,1.25983,km,5,125983
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.1644,km/h,73,3.379
speed,12.1644,km/h,6,3379
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,803.7533569335938,c/hr,1,803.7533569335938
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.782224178314209,runEco,9,1.782224178314209
frnrRE,135.96231079101562,runEco,10,135.96231079101562
timestamp,2022-05-04T13:52:20+00:00,,253,1020606740
position_lat,38.78847976215184,deg,0,462764589
position_long,-77.05233821645379,deg,1,-919270202
distance,1.26348,km,5,126348
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.1644,km/h,73,3.379
speed,12.1644,km/h,6,3379
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,803.7533569335938,c/hr,1,803.7533569335938
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7692152261734009,runEco,9,1.7692152261734009
frnrRE,134.46163940429688,runEco,10,134.46163940429688
timestamp,2022-05-04T13:52:21+00:00,,253,1020606741
position_lat,38.78845310769975,deg,0,462764271
position_long,-77.05236210487783,deg,1,-919270487
distance,1.2671,km,5,126710
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.1644,km/h,73,3.379
speed,12.1644,km/h,6,3379
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,803.7533569335938,c/hr,1,803.7533569335938
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7692152261734009,runEco,9,1.7692152261734009
frnrRE,134.4886932373047,runEco,10,134.4886932373047
timestamp,2022-05-04T13:52:22+00:00,,253,1020606742
position_lat,38.788427794352174,deg,0,462763969
position_long,-77.05238507129252,deg,1,-919270761
distance,1.27054,km,5,127054
enhanced_altitude,-12.199999999999989,m,78,-12.199999999999989
altitude,-12.199999999999989,m,2,2439
enhanced_speed,12.1644,km/h,73,3.379
speed,12.1644,km/h,6,3379
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,803.7533569335938,c/hr,1,803.7533569335938
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7692152261734009,runEco,9,1.7692152261734009
frnrRE,134.53158569335938,runEco,10,134.53158569335938
timestamp,2022-05-04T13:52:23+00:00,,253,1020606743
position_lat,38.788403403013945,deg,0,462763678
position_long,-77.05240761861205,deg,1,-919271030
distance,1.2738800000000001,km,5,127388
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.1644,km/h,73,3.379
speed,12.1644,km/h,6,3379
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,803.7533569335938,c/hr,1,803.7533569335938
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7741025686264038,runEco,9,1.7741025686264038
frnrRE,134.571044921875,runEco,10,134.571044921875
timestamp,2022-05-04T13:52:24+00:00,,253,1020606744
position_lat,38.78837482072413,deg,0,462763337
position_long,-77.0524291601032,deg,1,-919271287
distance,1.27756,km,5,127756
enhanced_altitude,-12.399999999999977,m,78,-12.399999999999977
altitude,-12.399999999999977,m,2,2438
enhanced_speed,12.1968,km/h,73,3.388
speed,12.1968,km/h,6,3388
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,143,bpm,3,143
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.4205322265625,c/hr,1,820.4205322265625
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7741025686264038,runEco,9,1.7741025686264038
frnrRE,134.5912628173828,runEco,10,134.5912628173828
timestamp,2022-05-04T13:52:25+00:00,,253,1020606745
position_lat,38.78834892064333,deg,0,462763028
position_long,-77.05244944430888,deg,1,-919271529
distance,1.28094,km,5,128094
enhanced_altitude,-12.600000000000023,m,78,-12.600000000000023
altitude,-12.600000000000023,m,2,2437
enhanced_speed,12.1968,km/h,73,3.388
speed,12.1968,km/h,6,3388
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,146,bpm,3,146
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.4205322265625,c/hr,1,820.4205322265625
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7741025686264038,runEco,9,1.7741025686264038
frnrRE,134.60079956054688,runEco,10,134.60079956054688
timestamp,2022-05-04T13:52:26+00:00,,253,1020606746
position_lat,38.78832025453448,deg,0,462762686
position_long,-77.05246847122908,deg,1,-919271756
distance,1.2845199999999999,km,5,128452
enhanced_altitude,-12.800000000000011,m,78,-12.800000000000011
altitude,-12.800000000000011,m,2,2436
enhanced_speed,12.1968,km/h,73,3.388
speed,12.1968,km/h,6,3388
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.4205322265625,c/hr,1,820.4205322265625
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7741025686264038,runEco,9,1.7741025686264038
frnrRE,134.64614868164062,runEco,10,134.64614868164062
timestamp,2022-05-04T13:52:27+00:00,,253,1020606747
position_lat,38.78829192370176,deg,0,462762348
position_long,-77.0524862408638,deg,1,-919271968
distance,1.28802,km,5,128802
enhanced_altitude,-12.800000000000011,m,78,-12.800000000000011
altitude,-12.800000000000011,m,2,2436
enhanced_speed,12.1968,km/h,73,3.388
speed,12.1968,km/h,6,3388
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,146,bpm,3,146
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
eE,820.4205322265625,c/hr,1,820.4205322265625
rE,118.5551986694336,runEco,2,118.5551986694336
pwr,,w,5,
tpRE,1.7741025686264038,runEco,9,1.7741025686264038
frnrRE,134.66006469726562,runEco,10,134.66006469726562
timestamp,2022-05-04T13:52:28+00:00,,253,1020606748
position_lat,38.788260240107775,deg,0,462761970
position_long,-77.05250669270754,deg,1,-919272212
distance,1.29196,km,5,129196
enhanced_altitude,-13.0,m,78,-13.0
altitude,-13.0,m,2,2435
enhanced_speed,12.1968,km/h,73,3.388
speed,12.1968,km/h,6,3388
unknown_87,,,87,
unknown_88,100,,88,100
heart_rate,144,bpm,3,144
cadence,92,rpm,4,92
temperature,21,C,13,21
fractional_cadence,0.0,rpm,53,0
